date_time	average_temp	sum_rain_1h	average_clouds_all	sum_traffic_volume	holiday	holiday_dummy	day_of_week
8/16/2018	296.6232	0	29.28	94864	None	0	5
8/17/2018	295.5073077	0	29.88461538	94498	None	0	6
8/18/2018	293.9951515	0	19.96969697	92156	None	0	7
8/19/2018	296.3695833	0	24.25	66598	None	0	1
8/20/2018	294.791	0	53.375	153150	None	0	2
8/21/2018	292.0307083	0	55.83333333	87295	None	0	3
8/22/2018	292.2954167	0	7.125	88694	None	0	4
8/23/2018	293.3295652	0	33.26086957	91496	State Fair	1	5
8/24/2018	292.3390164	121.08	87.80327869	257191	None	0	6
8/25/2018	292.4815556	59.75	68.28888889	120975	None	0	7
8/26/2018	294.7245455	77.16	41.61363636	101732	None	0	1
8/27/2018	297.0631034	56.81	57.06896552	95313	None	0	2
8/28/2018	290.0667442	46.35	83.72093023	160934	None	0	3
8/29/2018	288.0739286	6.5	48.32142857	110186	None	0	4
8/30/2018	290.6977778	6.75	21.51851852	100680	None	0	5
8/31/2018	296.1163636	14.37	65.27272727	113142	None	0	6
9/1/2018	297.1603448	7	39.96551724	90462	None	0	7
9/2/2018	295.3853125	22.83	38.96875	74807	None	0	1
9/3/2018	293.5827907	13.35	61.65116279	87250	Labor Day	1	2
9/4/2018	294.4788525	87.27	83.72131148	221060	None	0	3
9/5/2018	291.8625	11.81	55.71875	110251	None	0	4
9/6/2018	287.8812903	46.46	13.29032258	100305	None	0	5
9/7/2018	290.2270833	0	18.95833333	88762	None	0	6
9/8/2018	289.99	0	4.083333333	67655	None	0	7
9/9/2018	289.65875	0.25	22.08333333	59336	None	0	1
9/10/2018	291.3016667	0	13.125	84265	None	0	2
9/11/2018	295.1	0	12.54166667	89320	None	0	3
9/12/2018	296.1669231	11.93	22	100965	None	0	4
9/13/2018	296.1445833	1.01	22.25	88342	None	0	5
9/14/2018	297.72125	2.79	46.70833333	90624	None	0	6
9/15/2018	299.5728	0.5	22.4	71793	None	0	7
9/16/2018	299.4320833	0	21.25	59003	None	0	1
9/17/2018	292.0457143	37.09	57.85714286	136064	None	0	2
9/18/2018	288.8163043	62.44	84.45652174	156361	None	0	3
9/19/2018	288.6791071	28.25	90	210923	None	0	4
9/20/2018	289.45625	212.07	90	231772	None	0	5
9/21/2018	285.839375	2.5	72.90625	118621	None	0	6
9/22/2018	284.90625	0.25	19.29166667	74398	None	0	7
9/23/2018	289.92	0.25	27.70833333	60741	None	0	1
9/24/2018	291.1228571	22.11	53.21428571	87044	None	0	2
9/25/2018	284.76	7.73	81.16129032	106840	None	0	3
9/26/2018	283.9958333	0.25	39.83333333	88627	None	0	4
9/27/2018	286.2684	0.5	61.2	94434	None	0	5
9/28/2018	281.5883333	0	26.25	92518	None	0	6
9/29/2018	278.1352	0.25	57.36	76242	None	0	7
9/30/2018	282.0057692	0.25	85.38461538	68785	None	0	1
